content,label,category
"美国人RichardSears,网名汉字叔叔,花费全部积蓄和20年时间,从事一分钱也赚不到的汉字系统性研究,创办字源网站O网页链接他为汉字付出一切,目前贫困潦倒,加上签证到期,面临被迫离开中国的困境.他在天津,希望能找个英语教师或翻译的工作,从而能继续在中国生活和研究汉字.请大家帮忙推荐和转发!",1,文体娱乐
【喜欢上一个不可能在一起的人是什么感觉[伤心]】“有种报应来了的感觉”、“在飞机场等一艘船，在船上等一辆车。在白天渴望星星，夜晚妄想日光“……#有意思#http://t.cn/RUDcNgI,0,文体娱乐
97％去过杭州的人都不知道的新鲜玩法！想去杭州的小伙伴马~,0,文体娱乐
单身狗独自看爱情电影时……眼角有泪划过。。。[doge],0,文体娱乐
以下15种猫咪的行为，背后真正的含义原来是这样！@fall_ark,0,文体娱乐
#晚安#喜欢ipad你就去买，喜欢莱卡你就去赚，想喝港式奶茶你就过口岸，想当teamleader你就努力学习然后努力去工作，想去威尼斯你就攒钱去，想爱谁你就去爱，想追谁你就去追，想到了就去做，拼命努力，拼命享受，忍着守着惦记着，青春就过去了，何必用40岁的心态过20岁的年华。（转）,0,文体娱乐
【情報】團長代班主持娛百SHE『好友音樂會』👍👍👍👍cr：娛樂百分百FACEBOOK,0,文体娱乐
SofM昨晚其中一局峡谷排位中从两级开始挂机到游戏结束，同局的队友有斗鱼主播王纪超。从对话中可以看到SofM说了一句“不会玩，别点信号”之后PING了王纪超的瑞兹，但具体为什么挂机还不得而知。大家对这件事怎么看呢？,0,文体娱乐
感人微电影《LeaveMe让我留下》(清晰中文字幕版)太感人了，很棒的真人短片，真忍不住哭了！！一个刚经历丧妻之痛的丈夫整理妻子留下来的相机所发生的事，穿越时空之后……http://t.cn/heDeO2,0,文体娱乐
哈哈哈哈哈哈哈哈哈哈哈哈哈哈@special特特咱俩来一个呗！！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈【视频：东北话版《星星》（4）全智贤金秀贤】（分享自@优酷网）http://t.cn/8F3aLCr,0,文体娱乐
#何猷君否认奚梦瑶怀二胎#去医院就是孕检？这个时候不是应该给他们多一点空间吗？别过度关注了剧有料bot的微博视频,0,文体娱乐
【揭秘女木乃伊离奇怀孕】一埃及考古小组在开罗发掘出一具已逝世超过3000年的经防腐处理的女木乃伊。该小组负责人塞尔惊人发现，这具木乃伊竟在出土后怀孕。至今其腹中胎儿看来已有八个月，经超音波检查后得出胎儿正常成长。详见：O网页链接,1,文体娱乐
练习半年了，眼看就要成功了，就不用上班了。他妈的，它居然改版了。我的那个心啊，拔凉拔凉的呀[泪][泪],0,文体娱乐
两只乌龟在田边一动不动，一专家问老农，它们在干什么？老农说“在比耐力，谁先动谁就输了”专家指着一龟壳上有甲骨文的龟说:“据我多年研究，这只龟已死五千多年”另一只龟伸出头来说:“草！死了也不说一声，害得老子在这里干等”话刚说那只有甲骨文图案的龟伸头大笑“你输了吧，专家的话你也听“,0,文体娱乐
#乐居欢乐团#大早上给大家来点提神的！120名吸毒明星名单！速度围观啊乐哥看完整个人都不好了！！！！！！！！！居然有他！！！！O网页链接,1,文体娱乐
#那年今日#【你以为我贫穷，就没有灵魂吗？】1816年今天，《简爱》的作者夏洛蒂·勃朗特在英国出生。5岁时母亲去世，父亲收入微薄，全家生活艰苦又悲凉。她热爱文学，在写作中寻找希望：“你以为我贫穷、低微、不美、渺小，就没有灵魂，没有心吗？你想错了，我和你有一样多的灵魂，一样充实的心。”,0,文体娱乐
杰克逊看了这个视频从坟墓里爬出来哭了……http://t.cn/bHTNv,0,文体娱乐
【故宫养心殿百年首次大修2020年将重焕光彩】昨日，养心殿保护项目启动，距上次局部维修已35年。养心殿位于紫禁城后部乾清宫西侧，是清朝最高权力中心所在地，清朝共十位皇帝曾在此居住执政。预计，故宫北院区将于2020年开放，集文物展厅、文物库房、文物修复等功能。你期待吗？http://t.cn/R4ygwE2,0,文体娱乐
"【我一骑他就勃起】""法鲨""MichaelFassbender回忆当年拍《简爱》时一匹淘气的马[doge]http://t.cn/RUpEko6",0,文体娱乐
#奥运##伦敦请解释##摔倒#的疑问？刘翔的7步上栏法是针对起跑点到第一个高栏的距离13.72m，英国人把第一个高栏改到了13.85m的距离所以刘翔第一脚就踩栏了，这也是导致最后小组有4个人踩栏摔倒今年110米栏，每个栏高了4.3cm，也没有通知运动员，所以当时好多运动员都摔倒了～,1,文体娱乐
#西安新闻#【西安马拉松明日开跑这些路段交通管制～】南门、钟楼、小雁塔、大雁塔、大雁塔......2017西安国际马拉松比赛赛道几乎涵盖西安古城的景观地标，是“最美赛道”，也是“最有历史”的赛道。比赛期间，西安交警将会认真做好赛道交通管理，尽量缩短交通管制时间。@西安交警新城大队提醒市民朋友配合交警的指挥，少开一天车、多一点畅通。CX满的秒拍...,0,文体娱乐
传言！不知真假！中国著名表演艺术家、中国一级演员赵本山于2013年4月3日晚23时在北京协和医院突发心肌梗塞，由于抢救不及时身亡，享年64岁。　　　[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]　　　　　　　　　　　　　　,1,文体娱乐
【令人咂舌的月薪】别吓到各位了，注意：是月薪。鲁健26万。董卿26万。周涛22万。李瑞英28万。王小丫15万。朱军22万。水均益26万。柴璐21万。鞠萍20万。李咏20万。【凤凰网】http://t.cn/zjK2gXF,1,文体娱乐
#何猷君否认奚梦瑶怀二胎#有网友在医院偶遇四太和奚梦瑶，疑有二胎，何猷君否定消息，表示在这个时候希望尊重一下他的家人，别无中生有！确实，一家人还在悲痛中，留一点空间吧！娱baby的微博视频,0,文体娱乐
【芙蓉姐姐就这么走了】芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！,1,文体娱乐
《SayYouWill》，一首很适合在婚礼上播放的歌曲！相当好听！http://t.cn/RLzNWwA,0,文体娱乐
同事与男友分手，做出了一个很奇葩的举动，他登陆了男友的QQ，给好友里每一位女性发了一句话：我分手了，因为我发现我爱的是你！！这里面包括认识的不认识的同学同事朋友等等。发完后她淡定的退出，用自己的QQ给他前男友留了个言：作为前女友，我只能帮你到这了……...　,0,文体娱乐
JYJ简单的谈话视频，全称无尿点，各种好笑，但是麻烦当哥哥的下次不要欺负秀秀，好么。#韩流天天看#http://t.cn/RUCgMeX,0,文体娱乐
"#今晚联播看什么#【12月19日新闻联播抢先看】①看头条：习近平指出，综合国力竞争说到底是创新竞争。创新驱动力如何告别""成长的烦恼""？②看发展：中泰铁路今天举行开工仪式，两国合作的铁路将连通哪些交流？③看家书：1937年，25岁的飞行员张锡祜在参战途中殉职。他在家书中写了什么？今晚7点，一定看!",0,文体娱乐
最适合做手机铃声的80首歌。童鞋们赶紧收啦！,0,文体娱乐
台湾一个街头艺人在唱《江南》，没想到，原唱林俊杰来了。。。[转发]http://t.cn/RUmnhtH,0,文体娱乐
最近有很多同门在后台跟官博举报战场经常遇到使用脚本挂机的玩家，对于这种问题，我们当然得重拳出击！针对目前战场上存在的脚本问题，本周更新后将加大战场中使用第三方软件的检测和处理力度，以维护公平健康的游戏环境。被检测出在战场上挂机或使用脚本的角色，将受到包括且不限于踢下线+禁止排位+邮...全文,0,文体娱乐
【#西安“三河一山”绿道205公里主线将贯通#“绿满长安”全媒体采风活动今启动】今天（3月27日）上午，“爱西安迎全运”绿满长安——西安城市增绿全媒体采风活动正式启动。30余家中省市主流媒体和网络媒体走进绿道建设重要节点及城市绿化重点项目进行全媒体采访。4月底，西安市“三河一山”绿道205...全文,0,文体娱乐
#周一见#你们都在刷着文章，马伊利，可你们知道么？文章@文章的声明是抄袭高晓松@高晓松的。,1,文体娱乐
#轻松一刻#为什么你养的鱼总死，看到真相的我眼泪掉下来……[笑cry][笑cry][笑cry],0,文体娱乐
本人于2014年4月15日发布了李亚玲的作品《国色天香》抄袭耽美小说《不能动》的微博，成都市锦江区人民法院和成都市中级人民法院判决，均认定本人侵害了李亚玲的名誉权。现本人向李亚玲道歉。@锦江法院,0,文体娱乐
泰坦尼克号续集《Jackisback》大伙期待吧……[花心],1,文体娱乐
恭贺@郭培老师「龙的故事」高级定制时装发布会完美落幕！奢华舞台雍容大气，饕餮盛宴美伦美奂！这就是属于我们「中国新娘」的精彩！[赞],0,文体娱乐
秋天到了，冬天还会远吗？未来的“文化部部长”兼“二人转转长”山本大叔昨晚已被控制，清算倒计时。拔出萝卜带出泥，洗都洗不干净啊。。。。。。,1,文体娱乐
#刘翔摔倒案#刘翔的7步上篮法是针对起跑点到第一个高栏的距离13.72米，英国人把第一个高栏改到了13.85米的距离所以刘翔第一脚就踩栏了，这也导致最后小组有4个人踩栏摔倒。今年110米栏，每个栏高了4.3㎝，原因是奥组委考虑到比赛时刮风下雨的可能性，在栏底增加了吸水的材料，这解释合理么？,1,文体娱乐
【鹿晗现身#2017年央视春晚#第五次联排】2017年央视春晚第五次联排今日举行，刚刚，鹿晗@M鹿M首次现身央视大楼进行单独彩排，稍后还将参加联排。今年春晚鹿晗将与@William威廉陈伟霆合唱刘德华经典歌曲《爱你一万年》，期待他们的表现！#金鸡拜年#（图片via@_heihao_）,0,文体娱乐
#颁奖季#美国《时代》杂志2013【年度十佳】：1.《地心引力》、2.《绝美之城》、3.《美国骗局》、4.《她》、5.《一代宗师》、6.《速度与激情6》、7.《冰雪大冒险》、8.《杀戮演绎》、9.《为奴十二载》、10.《霍比特人2：史矛革荒漠》，详见[豆瓣奥斯卡]→http://t.cn/8kt8uNt,0,文体娱乐
#郑州爆料#重要通知：少数民族运动会期间，郑州所有物流停运，大家该屯东西的这两天赶紧！8月25号起快递停运！@郑州同城,1,文体娱乐
传广电总局奇葩新“规定”：影视剧中女主角从头到尾只能喜欢一个人！不能三心二意。此举目的是为了严肃爱情观和婚恋观！[挖鼻屎]（by新浪安徽）徽.信：mrsh021,1,文体娱乐
#夜猫子时间#陈奕迅演唱的《陪你度过漫长岁月》。愿你把独自孤单变成了勇敢，好听！http://t.cn/R470j3L,0,文体娱乐
曾经震惊一时的猪人！！！据说现在还活着。。。O网页链接发生在世界各地的震惊事件！颠覆你的三观！！欢迎关注！！@只为震惊你,1,文体娱乐
#涨姿势#【一起涨知识！文化知识100题[推荐]】“大禹治水”治的是什么水？“一问三不知”是不知道哪三样？“弱冠”指的是男子多少岁？……戳图↓↓看文化知识100题，能不能考住你？和小伙伴一起来测测自己的传统文化功底吧！,0,文体娱乐
无论过去发生过什么，无论你是否准备好了，下一刻都是一个崭新的开始。,0,文体娱乐
【女大学生网恋残疾小伙三日定情对方酷似周杰伦】90后女大学生小丹在网上认识了广州一男孩，两人不到三天坠入爱河。当她只身前往广州后，发现男孩竟是双腿失去行动能力，而小丹却做出惊人决定：退学向对方求婚，并承诺照顾对方一生。男孩长得像周杰伦，弹得一手好吉他。（姑娘，你愿意吗？）,1,文体娱乐
#奥斯卡#之后，小李的推特~哈哈哈哈哈哈哈~（by唐僧僧僧僧僧）,1,文体娱乐
看了新闻感慨：大运会火炬，怎么跟烤土豆片儿似的，中间还有彩椒和洋葱~,0,文体娱乐
山下智久,0,文体娱乐
#下午茶#为什么说「以貌取人」是有道理的？[微风]（思想聚焦）,0,文体娱乐
"TVXQFrance暂时只救回了图,18号场的红海.擦!这位子拍出来的视频肯定嗲啊┭┮﹏┭┮",0,文体娱乐
已经证实保罗没死！图慎点。,1,文体娱乐
"來了來了啦~~~這張我覺得有""清新自然""的感覺@羅志祥",0,文体娱乐
昨天爆出PaulWalker的车祸死讯，夜里爆出死者照片，结果刚刚又爆出已经缝合好的照片，据说没有死，你们这是要折腾死我们啊！？（照片血腥，请谨慎查看）,1,文体娱乐
"TasteofAsia(亚洲美食节)23日(周六)12PM-12AM，24日(周日)12PM-6PM，KennedyRd.和SteelesAve.现场有150多个美食摊位，去年的美食节更是吸引了100,000多名游客参加。只要是你想吃的，这里统统都有，烤肉、臭豆腐、肠粉、拌饭、生蚝、炸鸡扒等等已经开始流口水了吧?",0,文体娱乐
#NBA酷图#76人今天射落雄鹿，2017年战绩达到9胜3负，与马刺一起并列联盟第三！！真的假的,0,文体娱乐
【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”宠物猴，必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”敬请关注@全球震惊百分百,1,文体娱乐
【instiz】总觉得下一个动作就是壁咚了……[笑cry][笑cry]朴宝剑&Irene.,0,文体娱乐
整理了知乎上『有哪些平平无奇的两样东西结合在一起之后大放异彩的例子？』的一些回答，让你不得不服，你们感受下。,0,文体娱乐
[江南style],1,文体娱乐
&#xe627;韩宇来来来，我来调节下气氛，我不想看长篇大论，头晕，只能看你们小哥哥的照片和视频！小宇宙们齐心帮忙把文字顶下去，用照片和视频来缓解一下我的头晕情况，爱你们，救救我的头痛吧❤❤❤,0,文体娱乐
【晚间一乐】这衣服哪卖啊[笑cry],0,文体娱乐
#文章抄袭#听说@文章同学道歉贴是抄袭@高晓松的，这是什么节奏啊，要不要这莫叼呀！能不能有点诚意呀！我只想说是哪个公关公司帮你做的共关呀！能不能专业一点，不要犯这样低级的错误呀！要是想换公关公司的话找我哈!,1,文体娱乐
#瓜皮#我现在发个正常图就有人问我为什么不见nai你们太污[拜拜],0,文体娱乐
矢野浩二回国后真被本族人打了？浩二是我尊敬的为数不多的日本人那次天天向上直播谈到日本侵华战争的时候浩二没有说话而是跪下来给观众道歉那次之后我就对浩二有了崇敬之意据说浩二被打住院后日本右翼分子仍不肯放过浩二还扬言要蹂躏他女朋友但是浩二却高声叫道：没人能阻止我爱中国。（转）,1,文体娱乐
央视这是在黑刘翔么...,1,文体娱乐
#文章道歉是否有诚意#文章同学，你的道歉肿么跟高晓松的酒驾检讨这么像？这这这…你的经纪人造吗？http://t.cn/8sMpN4h,1,文体娱乐
整理出40部反复看都不会腻的韩国电影，小伙伴们赶紧马走慢慢看。,0,文体娱乐
拉面说：想成功，得有人拉一把。饺子说：脸皮不能太薄。窝头说：还是留个心眼好。虾说：大红之日，便是大悲之时。油条说：不受煎熬，不会成熟；总受煎熬，会成为老油条。这就是人生，成功的路上离不开贵人的帮助，名师的指点，朋友的理解，小人的刺激，家人的支持。人生不易且行且珍惜,0,文体娱乐
北京时间3月12日消息，在83版《西游记》中扮演孙悟空的演员六小龄童（章金莱），3月12日早上八点半病逝于浙江绍兴慈济医院[大哭]，享年53岁。祝愿真正的美猴王，猴哥·一路走好！[流泪][流泪][流泪][流泪][流泪][流泪][流泪]。一生很短，要好好珍惜眼前人！[大哭][快哭了]〜〜,1,文体娱乐
看图说话，转起来,1,文体娱乐
(〃▽〃)睡树上叫都叫不醒，下到一半还伸爪子求抱抱，是有多懒啊......[心]#今日最鲜#http://t.cn/RU3vPQn,0,文体娱乐
非诚勿扰来的女嘉宾王佳，被网友称为“最真诚的女嘉宾”。一个能为爱走天涯的女人，声泪俱下的哭诉，道出了真诚的心声，简简单单，明明白白，半年内结婚，赶快要个孩子。……后来结婚了，孩子怀了，把牵手成功的老公杀了。估计人生目标里写的很明确，结一次婚，要一个孩子，杀一个老公……,1,文体娱乐
【BIGBANG饭团•直播】荣光的一位是谦虚客气的志龙！http://t.cn/z8slOgU要实力有实力要人气有人气[得意地笑]一位粗卡！[鼓掌][鼓掌][鼓掌],0,文体娱乐
【惊呆现场：74岁老奶奶携孙子共舞惊人之作】#你相信这是一对祖孙舞者吗#？视频中的女舞者是男舞者的奶奶，她今年已经74岁了。这段舞蹈，让人们看到了生命的无限潜能！诸位，你被74岁老奶奶的舞技和体质惊到了吗？#芭蕾#西子丹聊斋的微博视频,1,文体娱乐
这群鸭子好励志啊，感觉最后一只上去的时候眼泪都出来了！[爱你]http://t.cn/RU361dF.,0,文体娱乐
#万象#【沪社科院呼吁上海申办奥运会】上海社科院在《上海“十三五”发展规划思路研究》新书发布会上建议，上海应谋划申办2028年奥运会。申办过程将与上海转型升级阶段契合，有助于促进城市社会、人文、生态质量提高。详见：http://t.cn/R47FC3t,0,文体娱乐
没错。不过……以金星的环境，不知道宇航员能不能坚持到救援那一刻[doge],0,文体娱乐
章兄的書終於收到了@聖寶劍橡葉騎士,0,文体娱乐
陈小春和应采儿的婚礼MV，看着都感觉好幸福[心]http://t.cn/RUEs1PH,0,文体娱乐
不知道你们现在微博打开图片有没有发现磨砂感，我今天一天微博打开图片都是这样和大王说，她说是网速问题，但是我所有网络环境下都是这种磨砂感，不是缓存问题，缓存过的也会这种，雾蒙蒙。不知道和之前图片要收费有关系。很累眼睛的。,0,文体娱乐
【加油！刘翔！！！】手术图，慎入。源自@直播上海转给@侯宁@晓雨闻铃@雨农谈股求证图片的真实性？？？,1,文体娱乐
#微镜头#【巨蟒生吞鳄鱼后对镜头“顽皮一笑”[生病]】20日，澳大利亚一名女子在昆士兰遇到一条巨大的橄榄蟒，吞噬一只淡水鳄鱼。她冒险用镜头记录下了这一幕，最后蟒蛇对着镜头顽皮一笑，好像什么也没发生……http://t.cn/RAWH43a,0,文体娱乐
【#东京奥运会推迟增加支出约185亿元#】当地时间4日，东京奥组委主席森喜朗、东京都知事小池百合子和日本奥运大臣桥本圣子举行三方会议，就东京奥运会推迟一年带来的额外费用和分担问题达成了协议。据推算，额外费用总金额大约是2940亿日元（约合人民币185亿元），这部分开支将由日本中央政府、东京...全文,0,文体娱乐
#历史上的今天#【钱钟书说】①围在城里的人想逃出来，城外的人想冲进去，对婚姻也罢，职业也罢，人生的愿望大都如此②不受教育的人，因为不识字上人的当；受教育的人，因为识了字上印刷品的当③一个人，到了20岁还不狂，这个人是没出息的；到了30岁还狂，也是没出息的。今天，先生诞辰105周年，怀念！,0,文体娱乐
赵本山大叔一路走好2013年4月3日，于晚上23小时，突发心肌梗塞，由于没有及时救援，而死去。,1,文体娱乐
努力过后才知道，许多事情，坚持坚持就过来了。,0,文体娱乐
某人对你的恶毒，源于嫉妒，说明在某些方面你给他添了堵。,0,文体娱乐
#呼和浩特身边事#【呼和浩特那达慕大会现场高清大图，具体项目时间安排出炉】7月23日上午，主题为“亮丽内蒙古相约敕勒川”伊利情——第27届内蒙古草原旅游那达幕大会暨第13届中国·蒙古族服饰艺术节在土默特左旗敕勒川草原文化旅游区（哈素海）隆重开幕。戳图了解！,0,文体娱乐
【网传刘翔退赛惊人内幕伦敦粗心竟令栏间距增加！】刘翔的七步上栏法是针对从起跑点到第一个栏杆之间的距离13.72米，但是这次伦敦把这个距离增加到13.85米，这就不难理解刘翔在第一个栏就踩栏，也导致同组多名选手踩栏，而英国选手练的就是13.85米，所以顺利晋级！[怒]关注中，求真相帝！ @薛蛮子,1,文体娱乐
【穆雷收获ATP蒙彼利埃站外卡】2月16日，@ATP巡回赛官方宣布，英国名将穆雷收获了#ATP250#蒙彼利埃站的外卡。目前穆雷正在意大利比埃拉参加挑战赛，此前他因新冠病毒检测为阳性错过了澳网。蒙彼利埃站将于2月22日开战，报名参赛的选手还有阿古特、戈芬、辛纳、克耶高斯以及特松加等名将。,0,文体娱乐
"[Eason]今晚第九場．E臣病了Skip了綵排,唱《夕陽無限好》咳了起來,立即回後台全場觀眾立即大合唱唱埋首歌,+強勁歡呼聲歡迎佢回到台上Eason很禮貌地請觀眾原諒,今晚不會有Encore了...",0,文体娱乐
【新浪博客十周年庆典之回顾篇】博客作为Web2.0时代的代表，在2005年成立后，汇聚大批明星博主，名人效应驱使下，写博客风靡一时。新浪网副总裁、新闻总编辑周晓鹏在庆典致辞中特别表示，向所有新浪博客的支持者说声谢谢。随后“十年十人”宣传片介绍了博客如何影响十位博主。http://t.cn/RU1QAt2,0,文体娱乐
这位先生，真是白岩松？,1,文体娱乐
"【集齐七只小奶喵能不能实现一个愿望？[喵喵]】国外某网友家里养了七只喵星人，每天下班回家的时候，都能看到窗户后面一排喵星人瞪着自己……你来感受一下。实际上，喵星人的想说的是：“铲屎的你终于回来啦！快来伺候大爷们！”[左哼哼]一首《混蛋,我想你》http://t.cn/R47pzH2伴您入睡，晚安~！",0,文体娱乐
近日有媒体报道何洁、释小龙首度机场单独现身，此后释小龙暗自返回何洁家中，两人明里分手，暗中同居。何洁于6月24日晚发布微博，断然否认该传闻，怒斥媒体“贱东西”。,1,文体娱乐
“猫和老鼠”里最最现实的一集。。。小时候没看懂。。。现在懂了，太有内涵了http://t.cn/RUCZCGS,0,文体娱乐
生命太短，没留时间给我们每日带着遗憾醒来。所以去爱那些对你好的人，忘掉那些不知珍惜你的人。（晚安）,0,文体娱乐
秋天到了，冬天还会远吗？未来的“文化部部长”兼“二人转转长”山本大叔昨晚已被控制，清算倒计时。拔出萝卜带出泥，洗都洗不干净啊。。。。。。,1,文体娱乐
宋承宪刘亦菲分手，放了几个小时烟花，朋友都奇怪为什么这么开心，男神眼睛好了，不值得庆祝吗?这段塑料花恋情终于结束，不能见光的爱情，任凭宋承宪多坦荡多担当，它还是会见光死，可惜，分手还被渣人渣媒诬陷劈腿?有点良心吧，你的形象够好了…所有的各种谣言谩骂都是中国网络媒体传出，传到韩国，不得已韩国人只好回应，再被骂炒作…韩国的傻瓜，终于醒了,0,文体娱乐
曾经震惊一时的猪人！！！据说现在还活着。。。http://t.cn/zYGzGRK[威武]发生在世界各地的震惊事件！颠覆你的三观！！欢迎关注！！@只为震惊你,1,文体娱乐
这是成都市体育馆，下面是蜀王陵，曾经有多少歌星演唱的时候喊到“下面的观众朋友们，你们好吗？”笑到拔胸毛的微博视频,1,文体娱乐
C-walk-Ilovetherain-ClaudeKelly，刚开始了解这种舞步，好美，歌也很好听哦！http://t.cn/5yyTy,0,文体娱乐
#孔令辉#竞技体育很残酷，还是成绩说话。他从来没有大肆宣传过他带队成绩但是我们不愿他一直被误解甚至诋毁，孔令辉2006年10月退役入职国家队女队教练十年间，主管教练6年带出郭跃刘诗雯两个单打世界冠军，四名弟子在世乒赛都拿过奖牌。主教练4年里约周期任期内两名新科乒乓球大满贯，三大世界乒乓球大...展开全文c,0,文体娱乐
"【OSEN】[李准基或将出演韩版<步步惊心>“讨论中~”]11日演员李准基所属社向OSEN表示“接到了#月之恋人#(音译)的提案,但还在讨论中.”据悉李准基将在剧中饰演太祖王建的第4个儿子,并成为日后的光宗.另外该剧翻拍自中国热播剧#步步惊心#,演员姜河那也于日前确定加盟,该剧预计于明年1月-2月左右开拍.",0,文体娱乐
【55岁世界最高龄鹦鹉去世给主人留遗言“再见”】住在英国、号称是“全世界最老鹦鹉”的“塔布”(Tarbu)近日在家中去世，“享年”55岁。“塔布”去世前一晚，独居的主人摩根太太寡居打算去睡觉，却听到这只鸟儿虚弱地说了一句“再见”(Cheerio)。第二天，这只鸟儿便去世了……,0,文体娱乐
#热爱向未来亚运有温度#让我们给杭州一个舞台，还世界一个精彩ChinaJoy祝贺衣邦人成为杭州亚运会官方供应商！关注@ChinaJoy官方微博@衣邦人高端定制带话题转发说说2021小目标和对杭州亚运会的祝福，1月13日#ChinaJoy#抽1个幸运儿送出价值399元的羊毛围巾免单券@微博抽奖平台为杭州加油，为...全文,0,文体娱乐
综艺大咖秀超话#何猷君否认奚梦瑶怀二胎#当初怀一胎的时候不也是死不承认吗？这个时候二胎也不是不可能的啊！反正等2个月想瞒着都瞒不住了！我朋友是逗B君的微博投票,0,文体娱乐
《人民的名义》有在看的吗？祁同伟死前这段戏真是，演技炸裂！是不是觉得这么好的故事还没看够？据原作者周梅森说，《人民的名义》续集即将完成~剧情将围绕大风厂的股权纷争展开，着重描写金融腐败和国企腐败，主旋律仍以反腐为主。顺便划个重点：【达康书记要变坏了】大家期...展开全文c,0,文体娱乐
#喜多川#我天，看新闻说杰尼斯社长Johnny喜多川爷爷去世了，真假？！,1,文体娱乐
#娱乐综艺#何猷君回应奚梦瑶二胎传闻，态度谦和不再强势，何家少爷变成熟了,0,文体娱乐
热刺那边不用等了，马里奥凉了另外提一下马里奥这个事情国新网有篇特别蠢的报道，说是切尔西有意愿谈马里奥，但马里奥偏要拒绝切尔西，其原因是主帅萨里是意大利人，马里奥对意大利主帅没信心。哈哈哈哈哈,0,文体娱乐
信任，就是这么建立起来的，好有爱！！！[赞],0,文体娱乐
转发微博,0,文体娱乐
"刚刚听说央视新大楼定名为""智窗""。我真的服了，也不知道誰想的名字，够创意。[笑哈哈]（via:@大年糕周昀）",1,文体娱乐
有时候真的努力后，你会发现自己要比想象的优秀很多。越努力，越幸运。,0,文体娱乐
雪花绽放的瞬间，太美了[雪][雪][雪],0,文体娱乐
【传鸟叔天价上春晚网友：不如把钱捐山区】韩国艺人鸟叔凭《江南Style》迅速走红，身价也水涨船高。近日有消息称，央视欲天价请鸟叔上春晚，最新演出费是3首歌180万人民币，平均一首歌60万，此外还要专机接送。对此不少网友表反对，称不如捐给贫困山区来得实在（来自新浪娱乐）,1,文体娱乐
【女生可以放心旅行的10个国家】这些国的警察闲得可以做伴游了，出国旅行，既要玩得任性，也要游得安心！今天推荐的这些国家不但治安良好，经济发达，它们的景色也是相当的怡人。如果你想独自旅行，尽可放心的去吧！建议转发收藏！(๑´ڡ`๑),0,文体娱乐
体育所体现的是人体和运动的美，#厦门马拉松#、#海沧半马#与设计跨界结合，希望用更现代、艺术的方式传递运动之美，也让厦门这座融合多种文化的城市，透过一枚特色奖牌，让跑者和关心体育的人能直观地感受它的文化底蕴。|厦马和海沧...,0,文体娱乐
男人对女人的伤害，不一定是他爱上了别人，而是在她有所期待的时候让她失望，在她脆弱的时候没有给她应有的安慰....,0,文体娱乐
印度惊现三头蛇,1,文体娱乐
【《琅琊榜》太火惹烦恼三地都想傍剧扬名[思考]】随着架空历史类连续剧《琅琊榜》热播，3地都想傍剧扬名，抢夺“琅琊”。①南京：金陵为南京，“琅琊山”在栖霞山附近；②山东：山东有古琅琊郡及琅琊台；③安徽滁州：滁州有琅琊山，会峰阁已改名“琅琊阁”。（中安在线）http://t.cn/RUOI39V,0,文体娱乐
#萌萌#第一次看到萌萌踩奶……感觉是踢奶……,0,文体娱乐
王嘉尔工作室发律师声明告了的两位博主“银河舰队小组长”“鲵大爷的一颗少女心”声明写的好详细…骂人的内容都一字不漏摘录了,0,文体娱乐
曼联对阵尤文图斯的赛前发布会上，穆里尼奥本人否认了与皇马的绯闻，他表示自己更愿意留在曼联。穆里尼奥说：“我在这很开心，我愿意履行完我的合同，我也愿意在合同到期后继续留在这里。我现在想的所有事情都是关于曼联。”谈及对手，穆里尼奥恭维尤文道：“尤文过去五年都是冠军的候选，他们打进了展开全文c,0,文体娱乐
【这一家四口，搞晕了13亿中国人！】杨振宁82时娶了28岁的翁帆，如今，翁帆68岁的父亲翁云光和杨振宁18岁的孙女喜结连理。翁云光表示杨振宁将夫妇将到潮州参加他与其孙女的婚礼......我完全不知道他们将怎么称呼对方或者其子女今后该怎么相互称呼了......（微评：行为惊人，推陈出新。）,1,文体娱乐
OMG夺冠！完成在场所有人都没想到的奇迹最佳战队:OMG击杀王:小狮子lionkk在世界大赛上4场比赛3场吃鸡的传说注定还要流传很久。比赛已经结束，但是OMG的辉煌道路才刚刚开始，期待下一次不远的将来OMG的喊声能再次飘扬在世界舞台上电竞社长的...,0,文体娱乐
黎智英涉诈骗案押后至明年4月中再讯，国安法法官苏惠德指其潜逃风险大，拒绝其保释，须即时还押。#头号博主说##黎智英被控诈骗不准保释#,0,文体娱乐
如果没有信仰，就把旅行当做你的信仰，这一生，都走在朝圣的路上。,0,文体娱乐
“不打篮球的人永远也不明白篮球空心‘唰’网而过的声音有多迷人。”大家晚安[可爱],0,文体娱乐
【苯宝宝表情包闯作大会，本宝宝已疯】最近超火的苯宝宝是不是唤起了你内心深处的化学之魂[鼓掌]？@果壳网http://t.cn/RUNuArE,0,文体娱乐
